title;price;url_listing;posting_date;kelurahan;kabupaten_kota
Jual sepatu lari puma fly runner flex BARU ORIGINAL AUTHENTIC no 42;550000;https://olx.co.id/item/jual-sepatu-lari-puma-fly-runner-flex-baru-original-authentic-no-42-iid-924940228;2024-08-25 00:00:00;Batu;Batu Kota
Puma Suede Smash V2 mid;450000;https://olx.co.id/item/puma-suede-smash-v2-mid-iid-915073507;2024-08-25 00:00:00;Bogor Barat - Kota;Bogor Kota
Sepatu puma kidz original;300000;https://olx.co.id/item/sepatu-puma-kidz-original-iid-924938603;2024-08-25 00:00:00;Andir;Bandung Kota
PUMA SUEDE UK 39 HARGA NET;200000;https://olx.co.id/item/puma-suede-uk-39-harga-net-iid-875278611;2024-08-25 00:00:00;Bekasi Timur;Bekasi Kota
Puma ferrari putih ganteng;550000;https://olx.co.id/item/puma-ferrari-putih-ganteng-iid-920229743;2024-08-25 00:00:00;Pesanggrahan;Jakarta Selatan
Sepatu Futsal PUMA Ultra match IT;400000;https://olx.co.id/item/sepatu-futsal-puma-ultra-match-it-iid-924933746;2024-08-25 00:00:00;Landasan Ulin;Banjarbaru Kota
Puma Pumpfit RS-X Original;200000;https://olx.co.id/item/puma-pumpfit-rs-x-original-iid-924931812;2024-08-25 00:00:00;Tanah Abang;Jakarta Pusat
Puma Suede natural;300000;https://olx.co.id/item/puma-suede-natural-iid-916935362;2024-08-25 00:00:00;Astana Anyar;Bandung Kota
Puma Roma og nylon;300000;https://olx.co.id/item/puma-roma-og-nylon-iid-916935636;2024-08-25 00:00:00;Astana Anyar;Bandung Kota
Puma RS-Fast Limiter Size 42;1000000;https://olx.co.id/item/puma-rs-fast-limiter-size-42-iid-919123246;2024-08-25 00:00:00;Wonocolo;Surabaya Kota
Sepatu Bola Puma Ultra Play FG/AG size43;420000;https://olx.co.id/item/sepatu-bola-puma-ultra-play-fgag-size43-iid-924929443;2024-08-25 00:00:00;Wonokromo;Surabaya Kota
SEPATU BOLA/ MINISOCCORE MEREK PUMA;400000;https://olx.co.id/item/sepatu-bola-minisoccore-merek-puma-iid-923498624;2024-08-25 00:00:00;Serpong Utara;Tangerang Selatan Kota
Puma sepatu pria;420000;https://olx.co.id/item/puma-sepatu-pria-iid-906427127;2024-08-25 00:00:00;Bekasi Kota;Jawa Barat
Puma Casual Size 42;250000;https://olx.co.id/item/puma-casual-size-42-iid-924925857;2024-08-25 00:00:00;Ilir Timur I;Palembang Kota
Puma size 42 original;150000;https://olx.co.id/item/puma-size-42-original-iid-922244569;2024-08-25 00:00:00;Medan Satria;Bekasi Kota
sepatu puma koleksi pribadi;150000;https://olx.co.id/item/sepatu-puma-koleksi-pribadi-iid-920899442;2024-08-25 00:00:00;Sawangan;Depok Kota
Puma RS-X versi MTV,limited edition...warna white kombinasi hijau;1750000;https://olx.co.id/item/puma-rs-x-versi-mtvlimited-editionwarna-white-kombinasi-hijau-iid-785581497;2024-08-25 00:00:00;Medan Maimun;Medan Kota
Sepatu Anak Puma Ferrari Original Preloved;75000;https://olx.co.id/item/sepatu-anak-puma-ferrari-original-preloved-iid-871091403;2024-08-25 00:00:00;Medan Perjuangan;Medan Kota
PUMA SUEDE MAYU WOMENS SNEAKERS BLACK  PRODUCT CODE : PMA 380686 - 02;249900;https://olx.co.id/item/puma-suede-mayu-womens-sneakers-black-product-code-pma-380686-02-iid-923210700;2024-08-25 00:00:00;Pondok Aren;Tangerang Selatan Kota
PUMA ELECTRON E Pro;500000;https://olx.co.id/item/puma-electron-e-pro-iid-917563812;2024-08-25 00:00:00;Periuk;Tangerang Kota
Sepatu puma soft foam;100000;https://olx.co.id/item/sepatu-puma-soft-foam-iid-917234349;2024-08-25 00:00:00;Kebayoran Baru;Jakarta Selatan
Puma Flyer Flex Navy Men Running Shoes Navy;400000;https://olx.co.id/item/puma-flyer-flex-navy-men-running-shoes-navy-iid-923634278;2024-08-25 00:00:00;Serengan;Surakarta Kota
Sepatu puma ukuran 42 sesuai gambar 350rb nego;350000;https://olx.co.id/item/sepatu-puma-ukuran-42-sesuai-gambar-350rb-nego-iid-912914368;2024-08-24 00:00:00;Setia Budi;Jakarta Selatan
SEPATU PUMA SECOND;400000;https://olx.co.id/item/sepatu-puma-second-iid-924909368;2024-08-24 00:00:00;Palmerah;Jakarta Barat
Puma Aril Blaze Trainer;380000;https://olx.co.id/item/puma-aril-blaze-trainer-iid-917854227;2024-08-24 00:00:00;Menteng;Jakarta Pusat
PUMA Jada Renew Romance Women Sneaker;820000;https://olx.co.id/item/puma-jada-renew-romance-women-sneaker-iid-923396692;2024-08-24 00:00:00;Banguntapan;Bantul Kab.
Sneakers Puma Thunder Electric size 40, Mens;350000;https://olx.co.id/item/sneakers-puma-thunder-electric-size-40-mens-iid-921726392;2024-08-24 00:00:00;Bumi Serpong Damai;Tangerang Selatan Kota
Sepatu sneakers puma;350000;https://olx.co.id/item/sepatu-sneakers-puma-iid-924895577;2024-08-24 00:00:00;Kebayoran Lama;Jakarta Selatan
Puma Women Cali Sport WH Sneakers - Size EUR 37.5 (23.5cm) NETT;375000;https://olx.co.id/item/puma-women-cali-sport-wh-sneakers-size-eur-375-235cm-nett-iid-863448506;2024-08-24 00:00:00;Cilandak;Jakarta Selatan
Sepatu Puma All Day Active;450000;https://olx.co.id/item/sepatu-puma-all-day-active-iid-924884495;2024-08-24 00:00:00;Kemayoran;Jakarta Pusat
Sepatu Puma Basket;200000;https://olx.co.id/item/sepatu-puma-basket-iid-923602447;2024-08-24 00:00:00;Nusa Dua;Kab. Badung
Sepatu Puma CA Pro Glitch Original;600000;https://olx.co.id/item/sepatu-puma-ca-pro-glitch-original-iid-912617731;2024-08-24 00:00:00;Medan Area;Medan Kota
Jual sepatu murah puma;220000;https://olx.co.id/item/jual-sepatu-murah-puma-iid-923505229;2024-08-24 00:00:00;Jagakarsa;Jakarta Selatan
Sepatu futsal nike zoom vapor 15 & puma sepakbola ori;1150000;https://olx.co.id/item/sepatu-futsal-nike-zoom-vapor-15-puma-sepakbola-ori-iid-917111602;2024-08-24 00:00:00;Kemayoran;Jakarta Pusat
Sepatu puma lengkap dengan box;500000;https://olx.co.id/item/sepatu-puma-lengkap-dengan-box-iid-924876477;2024-08-24 00:00:00;Lubuk Linggau Selatan Dua (II);Lubuklinggau Kota
Sepatu  Puma Triple Black Size 39;250000;https://olx.co.id/item/sepatu-puma-triple-black-size-39-iid-918229598;2024-08-24 00:00:00;Cinere;Depok Kota
Sepatu olahraga puma;500000;https://olx.co.id/item/sepatu-olahraga-puma-iid-921451906;2024-08-24 00:00:00;Gedong Tengen;Yogyakarta Kota
Puma SOFTRIDE Archer 391517 Sneakers;1100000;https://olx.co.id/item/puma-softride-archer-391517-sneakers-iid-916265534;2024-08-24 00:00:00;Cakung;Jakarta Timur
Puma Relax Knit Slip On Running Shoes - Black;490000;https://olx.co.id/item/puma-relax-knit-slip-on-running-shoes-black-iid-916267803;2024-08-24 00:00:00;Cakung;Jakarta Timur
Puma x One Piece Suede 3 Luffy Version;2250000;https://olx.co.id/item/puma-x-one-piece-suede-3-luffy-version-iid-919215318;2024-08-24 00:00:00;Sidoarjo;Sidoarjo  Kab.
"Sepatu Puma Ferrari SF Drift Cat 7
Red Leather Rosso Corsa Original";745000;https://olx.co.id/item/sepatu-puma-ferrari-sf-drift-cat-7-red-leather-rosso-corsa-original-iid-788623812;2024-08-24 00:00:00;Grogol Petamburan;Jakarta Barat
Sepatu Puma Original;285000;https://olx.co.id/item/sepatu-puma-original-iid-923480413;2024-08-23 00:00:00;Balikpapan Timur;Balikpapan Kota
Sepatu Puma Haunted Size 39 - Sepatu Skateboard;450000;https://olx.co.id/item/sepatu-puma-haunted-size-39-sepatu-skateboard-iid-924870698;2024-08-23 00:00:00;Kembangan;Jakarta Barat
Sepatu bola Puma king;150000;https://olx.co.id/item/sepatu-bola-puma-king-iid-924869717;2024-08-23 00:00:00;Gemolong;Sragen Kab.
Puma rs x 40 th anniversary;900000;https://olx.co.id/item/puma-rs-x-40-th-anniversary-iid-924869398;2024-08-23 00:00:00;Magelang Tengah;Magelang Kota
Puma Flyer Flex;255000;https://olx.co.id/item/puma-flyer-flex-iid-924865481;2024-08-23 00:00:00;Cilincing;Jakarta Utara
sepatu bola puma king platinum vegan;775000;https://olx.co.id/item/sepatu-bola-puma-king-platinum-vegan-iid-923488888;2024-08-23 00:00:00;Kalasan;Sleman Kab.
Puma Caven Mid 2.0;550000;https://olx.co.id/item/puma-caven-mid-20-iid-924219863;2024-08-23 00:00:00;Margahayu;Bandung Kab.
Puma ori retail ukuran 45, baru sekali pake, 500 net;500000;https://olx.co.id/item/puma-ori-retail-ukuran-45-baru-sekali-pake-500-net-iid-924856370;2024-08-23 00:00:00;Ciputat Timur;Tangerang Selatan Kota
ORI 100% jual sepatu basket puma MB.02 Supernova size 46;800000;https://olx.co.id/item/ori-100-jual-sepatu-basket-puma-mb02-supernova-size-46-iid-924852733;2024-08-23 00:00:00;Pondok Gede;Bekasi Kota
PUMA FLYER RUNNER MESH;499000;https://olx.co.id/item/puma-flyer-runner-mesh-iid-924851286;2024-08-23 00:00:00;Pancoran;Jakarta Selatan
PUMA FLYER RUNNER MESH;499000;https://olx.co.id/item/puma-flyer-runner-mesh-iid-924849126;2024-08-23 00:00:00;Ciracas;Jakarta Timur
Sepatu Puma hitam;175000;https://olx.co.id/item/sepatu-puma-hitam-iid-924848463;2024-08-23 00:00:00;Antapani (Cicadas);Bandung Kota
Sepatu puma softride premier;550000;https://olx.co.id/item/sepatu-puma-softride-premier-iid-919179101;2024-08-23 00:00:00;Larangan;Tangerang Kota
jual preloved42 merk puma;450000;https://olx.co.id/item/jual-preloved42-merk-puma-iid-918793372;2024-08-23 00:00:00;Kebon Jeruk;Jakarta Barat
Puma plastic warna warni second original keren size 43;700000;https://olx.co.id/item/puma-plastic-warna-warni-second-original-keren-size-43-iid-924841602;2024-08-23 00:00:00;Karang Tengah;Tangerang Kota
Sepatu/Sneakers Pria Puma Original Putih;295000;https://olx.co.id/item/sepatusneakers-pria-puma-original-putih-iid-924840064;2024-08-23 00:00:00;Tanjung Duren;Jakarta Barat
Sepatu puma size 44;130000;https://olx.co.id/item/sepatu-puma-size-44-iid-923568989;2024-08-23 00:00:00;Cimanggis;Depok Kota
PUMA Suede Classic XXI;750000;https://olx.co.id/item/puma-suede-classic-xxi-iid-924838174;2024-08-23 00:00:00;Grogol Petamburan;Jakarta Barat
Sepatu Puma CA Pro P University Trainer sz 40,5-41 Ori;300000;https://olx.co.id/item/sepatu-puma-ca-pro-p-university-trainer-sz-405-41-ori-iid-922280869;2024-08-23 00:00:00;Cilodong;Depok Kota
PUMA suede BNIB;600000;https://olx.co.id/item/puma-suede-bnib-iid-804175574;2024-08-23 00:00:00;Koja;Jakarta Utara
Original Puma Suede Shoes X Batman;3000000;https://olx.co.id/item/original-puma-suede-shoes-x-batman-iid-911401453;2024-08-23 00:00:00;Pondok Aren;Tangerang Selatan Kota
Puma retaliate block - puma black;399000;https://olx.co.id/item/puma-retaliate-block-puma-black-iid-920718305;2024-08-23 00:00:00;Parung;Bogor Kab.
Sepatu bola Puma Future Netfit Orange academy;400000;https://olx.co.id/item/sepatu-bola-puma-future-netfit-orange-academy-iid-913106914;2024-08-23 00:00:00;Semarang Utara;Semarang Kota
Sepatu bola puma tacto II fg/ag;400000;https://olx.co.id/item/sepatu-bola-puma-tacto-ii-fgag-iid-902741754;2024-08-23 00:00:00;Semarang Utara;Semarang Kota
Sepatu bola Puma Ultra 4.4 academy;450000;https://olx.co.id/item/sepatu-bola-puma-ultra-44-academy-iid-913108485;2024-08-23 00:00:00;Semarang Utara;Semarang Kota
Sepatu Basket Bekas Puma;750000;https://olx.co.id/item/sepatu-basket-bekas-puma-iid-921295720;2024-08-22 00:00:00;Bandung Kulon;Bandung Kota
Sepatu Puma kulit ori sz 44;200000;https://olx.co.id/item/sepatu-puma-kulit-ori-sz-44-iid-916134708;2024-08-22 00:00:00;Kalideres;Jakarta Barat
Turun harga - Sepatu puma insole 27,5cm;900000;https://olx.co.id/item/turun-harga-sepatu-puma-insole-275cm-iid-922393976;2024-08-22 00:00:00;Taman Sari;Jakarta Barat
Puma x Les Benjamins : Cell Alien;1100000;https://olx.co.id/item/puma-x-les-benjamins-cell-alien-iid-867200630;2024-08-22 00:00:00;Bogor Barat - Kota;Bogor Kota
PUMA SLIP ON (LILAC, SIZE 39);650000;https://olx.co.id/item/puma-slip-on-lilac-size-39-iid-924825484;2024-08-22 00:00:00;Dukuh Pakis;Surabaya Kota
SEPATU PUMA CASUAL;170000;https://olx.co.id/item/sepatu-puma-casual-iid-924824677;2024-08-22 00:00:00;Patrang;Jember Kab.
Fs Puma rider fv pikachu Ori;750000;https://olx.co.id/item/fs-puma-rider-fv-pikachu-ori-iid-920273226;2024-08-22 00:00:00;Pamulang;Tangerang Selatan Kota
Sepatu Running Puma FTR Connect Sz 45;300000;https://olx.co.id/item/sepatu-running-puma-ftr-connect-sz-45-iid-924817090;2024-08-22 00:00:00;Pancoran Mas;Depok Kota
SEPATU PUMA ULTRA ULTIMATE ELITE CAGE TURF;1000000;https://olx.co.id/item/sepatu-puma-ultra-ultimate-elite-cage-turf-iid-917552740;2024-08-22 00:00:00;Lueng Bata;Banda Aceh Kota
Sepatu Futsal Puma;100000;https://olx.co.id/item/sepatu-futsal-puma-iid-924816266;2024-08-22 00:00:00;Bekasi Timur;Bekasi Kota
Sepatu futsal puma ultra;300000;https://olx.co.id/item/sepatu-futsal-puma-ultra-iid-924805004;2024-08-22 00:00:00;Langkapura;Bandar Lampung Kota
Sepatu Puma Anak;225000;https://olx.co.id/item/sepatu-puma-anak-iid-924799624;2024-08-22 00:00:00;Pondok Aren;Tangerang Selatan Kota
Puma suede hitam;220000;https://olx.co.id/item/puma-suede-hitam-iid-910528556;2024-08-22 00:00:00;Sumur Bandung;Bandung Kota
Sepatu puma running original;750000;https://olx.co.id/item/sepatu-puma-running-original-iid-923516819;2024-08-22 00:00:00;Cibinong;Bogor Kab.
SEPATU PUMA BLACK WHITE;1100000;https://olx.co.id/item/sepatu-puma-black-white-iid-924797557;2024-08-22 00:00:00;Medan Tembung;Medan Kota
Sepatu Puma Pacer Future Street;600000;https://olx.co.id/item/sepatu-puma-pacer-future-street-iid-921986980;2024-08-22 00:00:00;Ngamprah;Bandung Barat Kab.
Sepatu Puma Ceetah original second;200000;https://olx.co.id/item/sepatu-puma-ceetah-original-second-iid-924791353;2024-08-22 00:00:00;Pamulang;Tangerang Selatan Kota
Sepatu Sneakers Pria PUMA SUEDE CLASSIC XXI 37491504 ORIGINAL SECOND;250000;https://olx.co.id/item/sepatu-sneakers-pria-puma-suede-classic-xxi-37491504-original-second-iid-924791268;2024-08-22 00:00:00;Pamulang;Tangerang Selatan Kota
Puma Nrgy Comet Men Running Shoes Blue Yellow;375000;https://olx.co.id/item/puma-nrgy-comet-men-running-shoes-blue-yellow-iid-923506564;2024-08-22 00:00:00;Serengan;Surakarta Kota
Puma Nrgy Driver Men Running Shoes Red;400000;https://olx.co.id/item/puma-nrgy-driver-men-running-shoes-red-iid-923506616;2024-08-22 00:00:00;Serengan;Surakarta Kota
For Sale Puma SF Selezione Rosso Corsa, Size EU 43 Brand New In Box;900000;https://olx.co.id/item/for-sale-puma-sf-selezione-rosso-corsa-size-eu-43-brand-new-in-box-iid-836347259;2024-08-22 00:00:00;Pasar Minggu;Jakarta Selatan
Sepatu sport merk puma harga terjangkau bisa nego ukuran 43/44;230000;https://olx.co.id/item/sepatu-sport-merk-puma-harga-terjangkau-bisa-nego-ukuran-4344-iid-922135840;2024-08-22 00:00:00;Matraman;Jakarta Timur
Sepatu Puma Smash V2L;670000;https://olx.co.id/item/sepatu-puma-smash-v2l-iid-916031839;2024-08-22 00:00:00;Kebayoran Baru;Jakarta Selatan
SEPATU SEPAK BOLA PUMA ULTRA;250000;https://olx.co.id/item/sepatu-sepak-bola-puma-ultra-iid-903197409;2024-08-22 00:00:00;Jagakarsa;Jakarta Selatan
PUMA NRGY NEKO ENGINEER KNIT ORIGINAL (191097 20);450000;https://olx.co.id/item/puma-nrgy-neko-engineer-knit-original-191097-20-iid-837443198;2024-08-22 00:00:00;Cilincing;Jakarta Utara
PUMA SMASH V2 MID;180000;https://olx.co.id/item/puma-smash-v2-mid-iid-921132662;2024-08-22 00:00:00;Tebet;Jakarta Selatan
Sneaker puma original putih 41;900000;https://olx.co.id/item/sneaker-puma-original-putih-41-iid-918734619;2024-08-21 00:00:00;Baiturrahman;Banda Aceh Kota
Puma Basket Classic XXI second;200000;https://olx.co.id/item/puma-basket-classic-xxi-second-iid-898281815;2024-08-21 00:00:00;Tembalang;Semarang Kota
Sepatu Puma Suede Biru Blue ORIGINAL Size 41  | 26,5cm;450000;https://olx.co.id/item/sepatu-puma-suede-biru-blue-original-size-41-265cm-iid-897639112;2024-08-21 00:00:00;Pesanggrahan;Jakarta Selatan
PUMA X-Ray New Original Sepatu Sneakers, White-Gray Violet;700000;https://olx.co.id/item/puma-x-ray-new-original-sepatu-sneakers-white-gray-violet-iid-912134999;2024-08-21 00:00:00;Balikpapan Selatan;Balikpapan Kota
Puma Rs³-x super;650000;https://olx.co.id/item/puma-rs-x-super-iid-924777686;2024-08-21 00:00:00;Medan Satria;Bekasi Kota
Sepatu sepak bola puma original;700000;https://olx.co.id/item/sepatu-sepak-bola-puma-original-iid-924777507;2024-08-21 00:00:00;Bekasi Jaya;Bekasi Kab.
PUMA Slipstream Xtreme (ORIGINAL) - Ex Foot Locker, Grand Indonesia;1000000;https://olx.co.id/item/puma-slipstream-xtreme-original-ex-foot-locker-grand-indonesia-iid-923413747;2024-08-21 00:00:00;Cileungsi;Bogor Kab.
